4927,"A Randomized, Double-blind, Placebo-controlled Trial of Ramosetron for Preventing Nausea and Vomiting During Termination of Pregnancy (BLS) Biology - General; (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Obstetrics/Gynecology;  International Journal of Obstetric Anesthesia ---Elsevier Department of Anesthesiology, Toride Kyodo General Hospital, Toride City, Ibaraki, Japan Department of Obstetrics and Gynecology, Toride Kyodo General Hospital, Toride City, Ibaraki, Japan",+Falsification/Fabrication of Data+Unreliable Data+Unreliable Image+Unreliable Results,Yoshitaka Fujii Hiroyoshi Tanaka Yoshiaki Somekawa,01/01/2004 15321434 10.1016/S0959-289X(03)00101-8,01/01/2013 23427347,Clinical Study Retraction,Japan No
1913,"A Review of Recent Pediatric Research Published in Brazilian Indexed Journals (HSC) Medicine - Pediatrics;  Sao Paulo Medical Journal: Revista Paulista de Medicina ---Associacao Paulista de Medicina (APM) Hospital das Clínicas (HC), School of Medicine, University of São Paulo (FMUSP), São Paulo, Brazil",+Error by Journal/Publisher,Mauricio Rocha-e-Silva Ariane Maris Gomes,01/01/2012 23174872 10.1590/S1516-31802012000500009,01/01/2013 24310808 10.1590/S1516-31802013000500014,Review Article Retraction,Brazil No
3808,"Blockade of Receptor for Advanced Glycation end Products in a Model of Type 1 Diabetic Leukoencephalopathy (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Diabetes; (PUB) Society/Association Journals;  Diabetes ---American Diabetes Association Department of Clinical Neurosciences and the Hotchkiss Brain Institute, University of Calgary, Calgary, Alberta, Canada Diabetes Research Program, Department of Medicine, Division of Endocrinology, New York University Langone Medical Center, New York, New York http://retractionwatch.com/2013/01/07/authors-retract-diabetes-paper-after-submitting-it-without-knowledge-of-inherent-errors/ http://retractionwatch.com/2014/05/09/more-retractions-for-researcher-who-says-he-will-no-longer-publish/",+Duplication of Image+Investigation by Company/Institution+Investigation by Journal/Publisher+Manipulation of Images,Natalia Rincon Kevin Xu Jemma Li Jose A Martinez Geeta S Singh David Han Paul Lalli Amit Ayer Kevin Tse Lingling Rong Ann Marie Schmidt Cory C Toth,08/30/2012 00000000 10.2337/db12-0317,01/01/2013 22936180 10.2337/db12-0317,Clinical Study Retraction,Canada United States No
1565,"Contrast harmonic ultrasound and indocyanine-green fluorescence video angiography for evaluation of dermal and subdermal microcirculation in free parascapular flaps (HSC) Radiology/Imaging;  Clinical Hemorheology and Microcirculation ---IOS Press Institute of Trauma, Plastic and Reconstructive Surgery, University Hospital Regensburg, Germany Institute of Diagnostic Radiology, University Hospital Regensburg, Germany Institute of Radiology, Nuclear Medicine and Sonography, Hospital Pirmasens, Germany",+Duplication of Article+Error by Journal/Publisher,L Prantl S Schmitt S Gais TY Tsui P Lamby P Babilas M Nerlich R Kubale N Zorger T Herold S Feuerbach EM Jung,01/01/2008 18094456,01/01/2013 24270129 10.3233/CH-131753,Research Article Retraction,Germany
3515,"DNA analysis of ancient skeletal remains (BLS) Anthropology; (BLS) Archeology; (BLS) Genetics; (HSC) Medicine - Orthopedics; (PUB) Society/Association Journals;  Folia Biologica ---Polish Academy of Sciences Charles University in Prague, Faculty of Science, Department of Anthropology and Human Genetics, Prague, Czech Republic  Institute for Archaeological Heritage of Central Bohemia, Prague, Czech Republic http://retractionwatch.com/2013/08/01/author-stalemate-in-czech-dna-paper-leads-to-retraction/",+Author Unresponsive+Concerns/Issues About Authorship+Concerns/Issues About Data+Investigation by Company/Institution,I Eliášová I Mazura L Smejtek,06/08/2009 20492755,01/01/2013 23890482,Research Article Retraction,Czech Republic No
1693,"DNA Methylation Profiles of Lymphoid and Hematopoietic Malignancies (BLS) Biology - Cancer; (BLS) Biology - Cellular; (HSC) Medicine - Immunology;  Clinical Cancer Research: An Official Journal of the American Association for Cancer Research ---American Association for Cancer Research Hamon Center for Therapeutic Oncology Research, University of Texas Southwestern Medical Center, Dallas, Texas, USA Department of Pathology, University of Texas Southwestern Medical Center, Dallas, Texas, USA Clinical Division of Oncology, Department of Medicine I, University Hospital, Vienna, Austria Public Health Sciences Division, Fred Hutchinson Cancer Research Center, Seattle, Washington, USA http://retractionwatch.com/2013/12/16/cancer-biology-group-notches-sixth-retraction-and-earns-an-expression-of-concern/",+Investigation by Company/Institution+Manipulation of Images,Takao Takahashi Narayan Shivapurkar Jyotsna Reddy Hisayuki Shigematsu Kuniharu Miyajima Makoto Suzuki Shinichi Toyooka Sabine Zochbauer-Muller Johannes Drach Gunjan Parikh Yingye Zheng Ziding Feng Steven H Kroft Charles Timmons Robert W McKenna Adi F Gazdar,05/01/2004 15131027 10.1158/1078-0432.CCR-03-0716,01/01/2013 23248096 10.1158/1078-0432.CCR-12-3679,Research Article Retraction,Austria United States No
900,"Eversion Carotid Endarterectomy is Associated with Impaired Postoperative Hemodynamic Stability Compared With the Conventional Technique (BLS) Anatomy/Physiology; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Drug Design; (HSC) Medicine - Pathology;  Annals of Vascular Surgery ---Elsevier Department of Vascular and Endovascular Surgery, University Hospital of Ruprecht-Karls, Heidelberg, Germany",+Duplication of Text,Serdar Demirel Nicolas Attigah Hans Bruijnen Maani Hakimi Laura Macek Dittmar Böckler,08/01/2012 22728106 10.1016/j.avsg.2011.12.015,01/01/2013 23383420,Research Article Retraction,Germany No
8635,"Molecular Testing in Adult Kidney Tumors (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Oncology; (HSC) Medicine - Pathology;  Molecular Testing in Cancer ---Springer Department of Pathology and Laboratory Medicine, University Hospital, London, Canada Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, Canada",+Duplication of Article,Manal Y Gabril George M Yousef,01/01/2013  10.1007/2F978-1-4899-8050-2_26,01/01/2013  10.1007/978-1-4899-8050-2_16,Book Chapter/Reference Work Retraction,Canada No
2854,"Prognostic and predictive value of carcinoembryonic antigen and cytokeratin-19 fragments levels in advanced non-small cell lung cancer patients treated with gefitinib or erlotinib (BLS) Biology - Cellular; (HSC) Medicine - Oncology; (HSC) Medicine - Pharmacology; (HSC) Medicine - Pulmonology; (PUB) Institutional Journals;  Yonsei Medical Journal ---Yonsei University College of Medicine Yonsei Cancer Center, Division of Medical Oncology, Division of Pulmonology, Department of Internal Medicine, and Department of Thoracic and Cardiovascular Surgery, Yonsei University College of Medicine, Seoul",+Duplication of Article+Miscommunication by Author,Minkyu Jung Se Hyun Kim Soojung Hong Young Ae Kang Se Kyu Kim Joon Chang Sun Young Rha Joo Hang Kim Dae Joon Kim Byoung Chul Cho,09/01/2012 22869475 10.3349/ymj.2012.53.5.931,01/01/2013 23225832 10.3349/ymj.2013.54.1.269,Clinical Study Retraction,South Korea No
3793,"Risk of brain tumors from wireless phone use (BLS) Neuroscience; (HSC) Medicine - Neurology; (HSC) Public Health and Safety;  Journal of Computer Assisted Tomography ---Wolters Kluwer - Lippincott Williams & Wilkins ICE Department, Apeejay College of Engineering, Sohna, GurgaonElectrical Engineering Department, IIT, New DelhiVaish College of Engineering, Rohtak",+Notice - Limited or No Information+Plagiarism of Article,Rash Bihari Dubey Madasu Hanmandlu Suresh Kumar Gupta,11/01/2010 21084892 10.1097/RCT.0b013e3181ed9b54,01/01/2013 23321845 10.1097/RCT.0b013e31828583c8,Review Article Retraction,India No
4143,"Sexuality, intimacy, and gynecological cancer (HSC) Medicine - Obstetrics/Gynecology; (SOC) Sexual And Marital Therapy;  Journal of Sex and Marital Therapy ---Taylor and Francis Department of Obstetrics Mid Gynecology, University Hospital Groningen, Hamzepleim 1, PO Box 30.001, 9700 RB, Groningen, The Netherlands. http://retractionwatch.com/2013/07/25/whats-the-difference-between-plagiarism-and-unintended-and-unknowing-breach-of-copyright/",+Concerns/Issues about Referencing/Attributions+Copyright Claims,Willibrord C M Weijmar Schultz H B M Van De Wiel,01/01/2003 12735096 10.1080/713847128,01/01/2013 23879283 10.1080/0092623X.2013.825146,Research Article Retraction,Netherlands Unknown
5079,"Spectroscopic investigation of collagen scaffolds impregnated with AgNPs coated by PEG/TX-100 mixed systems (BLS) Biochemistry; (HSC) Medicine - Cardiology; (PHY) Chemistry;  International Journal of Biological Macromolecules ---Elsevier Division of Biomedical Engineering, University of Saskatchewan, 51 Campus Drive, Saskatoon, SK S7N 5A4, Canada Department of Chemical and Biological Engineering, University of Saskatchewan, 51 Campus Drive, Saskatoon, SK S7N 5A4, Canada http://retractionwatch.com/2012/11/16/administrative-error-leads-to-duplication-retraction/",+Duplication of Article,A Mandal V Meda W J Zhang A K Dalia,01/12/2012 22260903 10.1016/j.ijbiomac.2012.01.001,01/01/2013 23339248 10.1016/j.ijbiomac.2012.10.013,Research Article Retraction,Canada No
2760,"Triple reassortant swine influenza A (H3N2) virus in waterfowl (BLS) Zoology; (HSC) Medicine - Infectious Disease;  Emerging Infectious Diseases ---Centers for Disease Control and Prevention University of Minnesota, St. Paul, Minnesota, USASioux Nation Agriculture Center of Sioux Falls, Sioux Falls, South Dakota, USA http://retractionwatch.com/2012/12/28/paper-on-how-swine-flu-might-spread-to-birds-paper-retracted-for-error/ http://retractionwatch.com/2013/02/21/university-of-minnesota-swine-flu-researcher-under-investigation-for-alleged-misconduct/",+Error in Analyses+Error in Data,Muthannan A Ramakrishnan Ping Wang Martha Abin My Yang Sagar M Goyal Marie R Gramer Patrick Redig Monte W Fuhrman Srinand Sreevatsan,04/01/2010 3321961 10.3201/eid1604.091583,01/01/2013 3563222 10.3201/eid1901.C11901,Letter Retraction,United States No
1886,"Urgent or emergency coronary revascularisation using both arteries Thoracica interna after prior platelet aggregation inhibition with clopidogrel (HSC) Medicine - Cardiovascular; (HSC) Medicine - Surgery; (PUB) Society/Association Journals;  Clinical Research in Cardiology: Official Journal of the German Cardiac Society ---Springer Hospital Munich-Bogenhausen, Department of Cardiovascular Surgery, Munich, Germany",+Duplication of Article+Duplication of Text+Notice - Limited or No Information,Brigitte Gansera Fabian Schmidtler Kyriakos Spiliopoulos I Angelis Peter Neumaier-Prauser B M Kemkes,09/01/2004 15365735 10.1007/s00392-004-0115-z,01/01/2013 23192411 10.1007/s00392-012-0526-1,Research Article Retraction,Germany No
2285,"Usefulness of Micronutrients in the Treatment of Periodontitis (HSC) Medicine - Obstetrics/Gynecology; (HSC) Medicine - Pathology; (HSC) Medicine - Pharmacology;  Nederlands Tijdschrift voor Tandheelkunde ---Bevordering Tandheelkundige Kennis Uit een tandartsenpraktijk in Uithoorn, Universitair Medisch Centrum Leiden, Netherlands",+Notice - Unable to Access via current resources,L Pavel S Pavel,02/01/2010 20225703 unavailable,01/01/2013 24665495 unavailable,Clinical Study Retraction,Netherlands No
1334,"Whirl sign: small bowel volvulus in patients after gastrectomy (HSC) Medicine - Gastroenterology; (HSC) Medicine - Surgery;  The American surgeon ---Ingenta Department of Gastrointestinal Surgery, Gifu Municipal Hospital, Gifu, Japan",+Notice - Lack of,Kaori Tanaka Makoto Yamada Tsuneaki Hatoh Takahito Adachi Koji Matsui Hiroyuki Tomita Shinji Osada Kazuhiro Yoshida,11/01/2012 23089415,01/01/2013 23317628,Research Article Retraction,Japan Yes
4181,"Effects of valsartan on cardiovascular morbidity and mortality in high-risk hypertensive patients with new-onset diabetes mellitus (HSC) Medicine - Cardiovascular; (HSC) Medicine - Diabetes;  Circulation Journal : Official Journal of the Japanese Circulation Society ---The Japanese Circulation Society Department of Cardiology, Kyoto Second Red Cross HospitalDepartment of Cardiovascular Medicine, Kyoto Prefectural University School of MedicineDepartment of Cardiology, Kyoto First Red Cross Hospital http://retractionwatch.com/2013/01/08/journal-retracts-two-papers-by-japanese-cardiologist-under-investigation/ http://retractionwatch.com/?s=hiroaki+matsubara",+Error in Analyses,Shinzo Kimura Takahisa Sawada Jun Shiraishi Hiroyuki Yamada Hiroaki Matsubara,09/12/2012 22987054 10.1253/circj.CJ-12-0387,12/28/2012 23291966 10.1253/circj.CJ-66-0058,Clinical Study Retraction,Japan No
