8847,"Constitutive nuclear factor-kappaB activity is crucial for human retinoblastoma cell viability (BLS) Biology - Cancer; (BLS) Biology - Cellular; (HSC) Medicine - Ophthalmology;  The American Journal of Pathology ---Elsevier Retina Research Laboratory, Harvard Medical School, Boston, Massachusetts Massachusetts Eye and Ear Infirmary, and the Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts Department of Vitreoretinal Surgery, University of Cologne, Köln, Germany Center for Ophthalmology, and the Center for Molecular Medicine (Zentrum für Molekulare Medizin), University of Cologne, Köln, Germany http://retractionwatch.com/2015/06/15/significant-overlap-between-figures-spurs-note-of-concern-for-13-year-old-retinoblastoma-paper/",+Duplication of Image+Error in Image,Vassiliki Poulaki Constantine S Mitsiades Antonia M Joussen Alexandra Lappas Bernd Kirchhof Nicholas Mitsiades,12/01/2002 12466137 10.1016/S0002-9440(10)64499-9,06/01/2015 25998251 10.1016/j.ajpath.2015.03.005,Research Article Expression of concern,Germany United States No
2828,"Elevated plasma levels of betatrophin in women with gestational diabetes mellitus (HSC) Medicine - Diabetes; (HSC) Medicine - Endocrinology; (HSC) Medicine - Obstetrics/Gynecology;  Experimental and Clinical Endocrinology & Diabetes ---Thieme Department of Internal Medicine, Dr. A. Y. Ankara Oncology Training and Research Hospital, Ankara, Turkey Department of Internal Medicine, Turgut Ozal University School of Medicine, Ankara, Turkey Department of Internal Medicine, Agri State Hospital, Agri, Turkey Department of Internal Medicine, Section of Endocrinology and Metabolism, Dr. A. Y. Ankara Oncology Training and Research Hospital, Ankara, Turkey Department of Internal Medicine, Yenimahelle Training and Research Hospital, Ankara, Turkey Department of Endocrinology and Metabolism, Turgut Ozal University School of Medicine, Ankara, Turkey Department of Obstetrics and Gynecology, Turgut Ozal University School of Medicine, Ankara, Turkey",+Duplication of Article+Misconduct by Author,H Yilmaz M Cakmak T Darcin C Demir O Inan B Ceydilek Y Onaran N Bavbek M A Bilgic A Akcay,05/06/2015,06/01/2015 25958852 10.1055/s-0035-1549888,Research Article Retraction,Turkey No
1721,"Enhancement of doxorubicin efficacy through suppression of serine synthesis in triple-negative breast cancer (BLS) Biology - Cancer; (HSC) Medicine - Obstetrics/Gynecology; (HSC) Medicine - Pharmacology;  Breast Cancer Research and Treatment ---Springer Department of Gastroenterology, The Tenth People’s Hospital of Shanghai, Tongji University, Shanghai, People’s Republic of ChinaDepartment of Nanomedicine, Houston Methodist Research Institute, Houston, USALaboratory of Metabolic Disease Research and Drug Development, China Medical University, Shenyang, People’s Republic of China http://retractionwatch.com/2016/07/21/author-pulls-study-for-duplication-citing-editing-company/",+Investigation by Company/Institution+Lack of Approval from Company/Institution,Feng Wang Yong Yang,01/24/2015 25616356 10.1007/s10549-015-3274-x,06/01/2015 25616356 10.1007/s10549-015-3274-x,Research Article Retraction,United States No
5653,"Ethanol Mediates Cell Cycle Arrest and Apoptosis in SK-N-SH Neuroblastoma Cells (BLS) Biology - Cancer; (HSC) Medicine - Oncology; (PUB) Society/Association Journals;  Journal of Cancer Prevention ---Korean Society of Cancer Prevention Department of Obstetrics and Gynecology, Seoul National University College of Medicine, Seoul National University Hospital, Seoul, Korea, Section of Molecular Pharmacology and Toxicology, Laboratory of Membrane Biochemistry and Biophysics, National Institute on Alcohol Abuse and Alcoholism, Bethesda, USA, Department of Obstetrics and Gynecology, Kangdong Sacred Heart Hospital, Hallym University, Seoul, Korea",+Duplication of Text,Maria Lee Byoung-Joon Song Yongil Kwon,03/31/2014 25337571 10.15430/JCP.2014.19.1.39,06/01/2015 26151051 10.15430/JCP.2015.20.2.164,Research Article Retraction,South Korea United States No
660,"Fine Specificity of Plasmodium vivax Duffy Binding Protein Binding Engagement of the Duffy Antigen on Human Erythrocytes (BLS) Biology - Cellular; (BLS) Biology - Molecular; (BLS) Genetics; (BLS) Microbiology; (HSC) Medicine - Immunology; (PUB) Society/Association Journals;  Infection and Immunity ---American Society for Microbiology Case Western Reserve University, Center for Global Health and Diseases, Cleveland, Ohio, USA Department of Global Health, University of South Florida, Tampa, Florida, USA Department of Biochemistry, Case Western Reserve University, Cleveland, Ohio, USA Department of Biochemistry, La Trobe University, Victoria, Australia Veterans Affairs Research Service, Louis B. Stokes VA Medical Center, Cleveland, Ohio, USA http://retractionwatch.com/2015/05/22/the-first-author-assumes-all-responsibility-malaria-vaccine-article-retracted-for-image-manipulation/",+Duplication of Image+Unreliable Results,Asim A Siddiqui Jia Xainli Jesse Schloegel Lenore Carias Francis Ntumngia Menachem Shoham Joanne L Casey Michael Foley John H Adams Christopher L King,05/21/2012 22615246 10.1128/IAI.00206-12,06/01/2015 25969458 10.1128/IAI.00338-15,Research Article Retraction,Australia United States No
3923,"Hydrophilic prodrug approach for reduced pigment binding and enhanced transscleral retinal delivery of celecoxib (BLS) Biochemistry; (BLS) Biology - Cellular; (HSC) Medicine - Diabetes; (HSC) Medicine - Drug Design; (HSC) Medicine - Ophthalmology; (PUB) Society/Association Journals;  Molecular Pharmaceutics ---American Chemical Society (ACS) Pharmaceutical Sciences and Ophthalmology, University of Nebraska Medical Center, Omaha, Nebraska 68198  Pharmaceutical Sciences and Ophthalmology, University of Colorado Anschutz Medical Campus, Aurora, Colorado 80045 http://retractionwatch.com/2015/07/28/falsified-data-shelve-two-more-drug-studies-from-discredited-u-colorado-student/",+Ethical Violations by Author+Falsification/Fabrication of Data+Investigation by Company/Institution+Misconduct - Official Investigation/Finding,Pradip Malik Rajendra S Kadam Narayan P S Cheruvu Uday B Kompella,01/18/2012 22256989 10.1021/mp2005164,06/01/2015 26027478 10.1021/acs.molpharmaceut.5b00366,Research Article Retraction,United States No
3927,"Hypoxia Alters Ocular Drug Transporter Expression and Activity in Rat and Calf Models: Implications for Drug Delivery (BLS) Biochemistry; (BLS) Biology - Cellular; (HSC) Medicine - Drug Design; (HSC) Medicine - Ophthalmology; (PUB) Society/Association Journals;  Molecular Pharmaceutics ---American Chemical Society (ACS) Pharmaceutical Sciences and Ophthalmology and Division of Cardiology and Medicine, University of Colorado, Anschutz Medical Campus, Aurora, Colorado 80045, United States  Department of Medicine, National Jewish Health, Denver, Colorado 80206, United States http://retractionwatch.com/2015/07/28/falsified-data-shelve-two-more-drug-studies-from-discredited-u-colorado-student/",+Ethical Violations by Author+Falsification/Fabrication of Data+Investigation by Company/Institution+Misconduct - Official Investigation/Finding+Unreliable Results,Rajendra S Kadam Preveen Ramamoorthy Daniel J LaFlamme Timothy A McKinsey Uday B Kompella,03/22/2013 23607566 10.1021/mp3007133,06/01/2015 26027647 10.1021/acs.molpharmaceut.5b00367,Research Article Retraction,United States No
133,"Mode of Binding of the Antithyroid Drug Propylthiouracil to Mammalian Haem Peroxidases (BLS) Biochemistry; (BLS) Biology - Molecular; (HSC) Medicine - Drug Design; (PHY) Crystallography/Spectroscopy;  Acta Crystallographica. Section F, Structural Biology Communications ---Wiley Department of Biophysics, All India Institute of Medical Sciences, New Delhi, India http://retractionwatch.com/2015/07/09/two-crystallography-papers-break-apart-for-trivial-errors-says-author/",+Concerns/Issues About Data+Concerns/Issues About Results+Investigation by Journal/Publisher+Objections by Third Party,R P Singh A Singh G S Kushwaha A K Singh Punit Kaur Sujata Sharma Tej P Singh,03/01/2015 25760705 10.1107/S2053230X15001806,06/01/2015 26057817 10.1107/S2053230X15006962,Research Article Retraction,India No
17768,"Near-infrared spectroscopy characterization of internal carotid artery restenosis after endarterectomy (HSC) Medicine - Cardiovascular; (HSC) Medicine - Surgery; (HSC) Radiology/Imaging;  IJC Heart & Vasculature ---Elsevier Department of Cardiology, 2nd Medical School, Charles University, University Hospital Motol, Prague, Czech Republic",+Notice - Limited or No Information+Withdrawal,Cyril Stechovsky Petr Hajek Martin Horvath Miloslav Spacek Josef Veselka,12/03/2014 00000000 10.1016/j.ijcha.2014.11.005,06/01/2015 00000000 10.1016/j.ijcha.2014.11.005,Research Article Retraction,Czech Republic No
13775,"Neurovascular protective effect of FeTPPs in N-methyl-D-aspartate model: similarities to diabetes (BLS) Biology - Molecular; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Diabetes; (HSC) Medicine - Neurology; (HSC) Medicine - Ophthalmology; (HSC) Medicine - Pathology; (PUB) Society/Association Journals;  The American Journal of Pathology ---Elsevier Program in Clinical and Experimental Therapeutics, College of Pharmacy, University of Georgia, Augusta, GeorgiaCharlie Norwood Veterans Affairs Medical Center, Augusta, GeorgiaDepartment of Biochemistry, Faculty of Pharmacy, University of Mansoura, MansouraDepartments of Pharmacology and Toxicology, and Ophthalmology, Medical College of Georgia, Augusta, Georgia http://retractionwatch.com/2016/11/03/eye-researcher-loses-fourth-paper-for-misconduct-following-georgia-va-investigation/",+Error in Image,Mohammed M H Al-Gayyar Mohammed A Abdelsaid Suraporn Matragoon Bindu A Pillai Azza B El-Remessy,09/01/2010 20651233 10.2353/ajpath.2010.091289,06/01/2015  10.1016/j.ajpath.2015.02.022,Research Article Correction,Egypt United States No
