1914,"A Comparison of the Sedative, Hemodynamic, and Respiratory Effects of Dexmedetomidine and Propofol in Children Undergoing Magnetic Resonance Imaging (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Pediatrics;  Saudi Journal of Anaesthesia ---Wolters Kluwer Department of Anaesthesiology, M. P. Shah Medical College, Jamnagar, Gujarat, India",+Plagiarism of Article,Jaydev Dave Sandip Vaghela,07/01/2011 21957410 10.4103/1658-354X.84105,01/01/2012 22412768,Clinical Study Retraction,India No
19485,"Approach on different drying processes employed for obtaining dry extracts from medicinal plants (BLS) Biochemistry; (BLS) Plant Biology/Botany; (HSC) Medicine - Alternative;  Revista Brasileira de Plantas Medicinais ---Sociedade Brasileira de Cirurgia Cardiovascular (SBCCV) Department of Pharmaceutical Sciences, Federal University of Pernambuco, CEP: 50740-521, Recife-Brazil Faculty of Pharmacy, Federal University of Pará, CEP: 66.075-110, Belém-Brasil",+Notice - Limited or No Information,Rosali Maria Ferreira da Silva Thays Cristiane Barbosa Gomes Miracy Munez Albuquerque Jose Otavio Carrera Silva Jr W L R Barbosa Pedro Jose Rolim Neto,01/01/2012 00000000 10.1590/S1516-05722012000100015,01/01/2012 00000000 10.1590/S1516-05722012000100015,Research Article Retraction,Brazil No
6297,"Ascending aortic dissection after proximal bypass anastomotic device (HSC) Medicine - Cardiology; (HSC) Medicine - Surgery;  Journal of Cardiac Surgery ---Wiley Department for Cardiovascular Surgery, University Hospital, Zurich, Switzerland",+Duplication of Text+Euphemisms for Duplication,Alberto Weber Reza Tavakoli Michele Genoni,03/31/2008 18384566 10.1111/j.1540-8191.2007.00561.x,01/01/2012 22423355 10.1111/j.1540-8191.2011.01408.x,Case Report Retraction,Switzerland No
3757,"Chest Tube Drainage of Transudative Pleural Effusions Hastens Liberation from Mechanical Ventilation (HSC) Medicine - Cardiovascular;  Chest ---Elsevier Pulmonary and Critical Care Medicine, Maimonides Medical Center, Brooklyn, NY http://retractionwatch.com/2012/02/24/inquiry-at-maimonides-triggers-two-retractions-in-chest-and-retraining-for-the-researchers/",+Error in Data+Error in Methods+Error in Results and/or Conclusions+Investigation by Company/Institution,Yizhak Kupfer Chanaka Seneviratne Kabu Chawla Kavan Ramachandran Sidney Tessler,03/01/2011 20688921 10.1378/chest.10-1012,01/01/2012 22215847 10.1378/chest.141.1.284,Research Article Retraction,United States Yes
4280,"Diagnostic and Prognostic Validity of Golgi Protein 73 in Hepatocellular Carcinoma (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Gastroenterology; (HSC) Medicine - Oncology;  Digestion ---Karger Departments of Gastroenterology and Immunology and Allergic Diseases and Ibn-i Sina Hospital Central Laboratory, School of Medicine, Ankara University, Ankara, Turkey Department of Gastroenterology, Diskapi Yildirim Beyazit Education and Research Hospital, Ankara, Turkey Department of Gastroenterology, Ankara Education and Research Hospital, Ankara, Turkey http://retractionwatch.com/2012/07/12/plagiarism-leads-to-retraction-of-liver-cancer-paper/",+Euphemisms for Plagiarism+Plagiarism of Text,H Özkan H Erdal H Tutkak Z Karaeren M Yakut O Yüksel S Köklü,01/01/2011 21042019 10.1159/000320379,01/01/2012 22767234 10.1159/000341224,Clinical Study Retraction,Turkey No
1180,"Differential Vascular Damage in Non-compensated Versus Compensated Insulin Resistance (BLS) Biochemistry; (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Endocrinology; (PUB) Society/Association Journals;  American Journal of Physiology - Endocrinology and Metabolism ---APS: American Physiological Society Biochemistry and Molecular Biology Department, School of Pharmacy, Complutense University of Madrid, Madrid 28040, Spain",+Error in Data+Error in Image+Manipulation of Images,Almudena Gomez-Hernandez Natalia de las Heras Yolanda F Otero Oscar Escribano Beatriz Gozalbo-Lopez Carlos Guillen Victoria Cachofeiro Vicente Lahera Manuel Benito,05/10/2011 00000000 10.1152/ajpendo.00662.2010,01/01/2012 21558547 10.1152/ajpendo.00662.2010,Research Article Retraction,Spain No
4281,"Endoscopy-based Decision is Sufficient for Predicting Completeness in Lateral Resection Margin in Colon Endoscopic Submucosal Dissection (BLS) Biology - General; (HSC) Medicine - Gastroenterology; (HSC) Medicine - Surgery;  Digestion ---Karger Departments of Medicine, Sungkyunkwan University School of Medicine and Samsung Medical Center, Yongsan-gu, Seoul, Korea Departments of Internal Medicine, Chung-Ang University College of Medicine and Chung-Ang University Yongsan Hospital, Yongsan-gu, Seoul, Korea http://retractionwatch.com/2012/08/31/authors-retract-digestion-paper-for-unacceptably-high-number-of-errors/",+Error in Text,Ki Joo Kang Dong Uk Kim Beom Jin Kim Young Ho Kim Poong Lyul Rhee Jae J Kim Jong Chul Rhee Dong Kyung Chang,01/01/2012 22179408 10.1159/000334713,01/01/2012 22964545 10.1159/000341817,Clinical Study Retraction,South Korea No
2692,"From single neuron-firing to consciousness--towards the true solution of the binding problem (BLS) Biology - Cellular; (BLS) Neuroscience; (HSC) Medicine - Neurology;  Neuroscience and Biobehavioral Reviews ---Elsevier Tecnalia – Fatronik, Biorobotics, Paseo Mikeletegi 7 - Parque Tecnológico, E-20009 Donostia-San Sebastián, SpainVienna University of Technology, Institute of Computer Technology, Gusshausstrasse 27-29, A-1040 Vienna, Austria",+Misconduct by Author+Plagiarism of Text,Rosemarie Velik,06/01/2010 19932130 10.1016/j.neubiorev.2009.11.014,01/01/2012 22206101 10.1016/j.neubiorev.2011.08.001,Research Article Retraction,Austria Spain No
10743,"Highly active antiretroviral therapy induced adverse drug reactions in Indian human immunodeficiency virus positive patients (HSC) Medicine - Infectious Disease; (HSC) Medicine - Pharmacology; (HSC) Medicine - Rehabilitation/Therapy;  Pharmacy Practice ---CIPF (Centro de Investigación Príncipe Felipe) Department of Pharmacy Practice, Manipal College of Pharmaceutical Sciences, Manipal University. Manipal (India) Kasturba Medical College, Manipal University. Manipal (India) Department of Pharmacology, Manipal College of Pharmaceutical Sciences, Manipal University. Manipal (India) http://retractionwatch.com/2014/08/22/journal-that-suffered-from-plagiarism-purges-itself/",+Investigation by Company/Institution+Investigation by Journal/Publisher+Objections by Third Party+Plagiarism of Article,Radhakrishnan Rajesh Sudha Vidyasagar Krishnadas Nandakumar,01/01/2011 25132890 unavailable,01/01/2012 24155809 unavailable,Clinical Study Retraction,India No
12794,"Homosexuality: An Islamic Perspective (HSC) Medicine - General; (HSC) Medicine - Psychiatry; (PUB) Society/Association Journals; (SOC) Sexual And Marital Therapy;  Journal of the Islamic Medical Association of North America ---Islamic Medical Association of North America Fort Worth, Texas http://retractionwatch.com/2015/12/30/conversion-therapy-statements-pulled-from-homosexuality-paper",+Error in Text,M Basheer Ahmed,01/01/2006  10.5915/38-1-6275,01/01/2012  10.5915/44-1-14774,Research Article Correction,United States No
